post_id,url,post_date,post_type,is_urgent,seller_type,property_type,project_name,price,price_per_m2,area,area_used,floors,bedrooms,bathrooms,frontage,acces_road,house_direction,balcony_direction,floors_apartment,year_built,address_full,street,ward,district,city,legal_status,furniture_state,has_garage,has_pool,has_elevator,has_security,has_parking,management_fee,has_swimming_pool,has_gym,has_supermarket,building_density,crawled_at,source
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/chi-con-5-ngay-de-so-huu-can-ho-2pn-tu-5-ty-trung-tam-phu-my-hung-id22717321,,,,,CHỈ CÒN 5 NGÀY để sở hữu CĂN HỘ 2PN. TỪ 5 TỶ TRUNG TÂM Phú Mỹ Hưng - Mogi.vn,,5500,80.8824,68,,,2,2,,,,,,,"Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",,Phường Tân Phong,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-2/mua-can-ho-chung-cu/ban-can-gia-tot-nhat-toa-dlusso-quan-2-id22711377,,,,,Bán căn giá tốt nhất tòa Dlusso quận 2 - Mogi.vn,,5500,80.8824,68,,,2,2,,,,,,,"Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",,Phường An Phú,Quận 2 (TP. Thủ Đức),TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-chcc-green-valley-dt-128m2-3pn-2wc-ntdd-gia-tot-10-350-ty-id22731697,,,,,"Bán CHCC Green Valley, DT 128m2, 3PN, 2WC, NTDD, giá tốt 10,350 tỷ - Mogi.vn",,10350,80.8594,128,,,3,2,,,,,,,"Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",,Phường Tân Phú,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/hang-hiem-ban-can-ho-1pn-sunrise-city-gia-4-ty-850-trieu-id22709972,,,,,Hàng hiếm bán căn hộ 1pn sunrise city giá 4 tỷ 850 triệu - Mogi.vn,,4850,80.8333,60,,,1,1,,,,,,,"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",,Phường Tân Hưng,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/can-ho-green-valley-phu-my-hung-3pn-130m-view-san-golf-gia-tot-id22731290,,,,,Căn hộ Green Valley Phú Mỹ Hưng - 3PN 130m² - view sân golf - giá tốt - Mogi.vn,,10500,80.7692,130,,,3,2,,,,,,,"Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",,Phường Tân Phú,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-my-khag-duong-nguyen-luong-bang-dt-114m2-gia-ban-9-2-ty-id22726607,,,,,"Bán căn hộ Mỹ khag đường nguyễn lương bằng dt 114m2 giá bán 9,2 tỷ - Mogi.vn",,9200,80.7018,114,,,3,2,,,,,,,"Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",,Phường Tân Phú,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/chu-nha-can-ban-giao-ban-ch-my-khang-nha-dep-gia-re-pmh-q7-tphcm-id22716241,,,,,"Chủ nhà cần bàn giao bán CH Mỹ Khang , nhà đẹp giá rẻ , Pmh, Q7 ,tpHCM - Mogi.vn",,9200,80.7018,114,,,3,2,,,,,,,"Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",,Phường Tân Phú,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/ve-que-can-ban-nhanh-chcc-nam-phuc-phu-my-hung-quan-7-id22658250,,,,,"Về quê cần bán nhanh CHCC Nam Phúc, Phú Mỹ Hưng, Quận 7 - Mogi.vn",,9999,80.6371,124,,,3,2,,,,,,,"Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",,Phường Tân Phú,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/can-ban-gap-can-ho-sky-garden-3-phu-my-hung-quan-7-tphcm-id22669751,,,,,"cần bán gấp căn hộ sky garden 3 , phú mỹ hưng , quận 7 , tphcm - Mogi.vn",,5480,80.5882,68,,,2,2,,,,,,,"Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",,Phường Tân Phong,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-10/mua-can-ho-chung-cu/thuy-kingdom101-cap-nhat-sp-quy-ii-chuyen-ban-cho-thue-can-ho-id22681864,,,,,🌟 Thủy Kingdom101 Cập nhật SP Quý II - Chuyên Bán & Cho thuê căn hộ - Mogi.vn,,8300,80.5825,103,,,3,2,,,,,,,"Tô Hiến Thành, Phường 14, Quận 10, TPHCM",,Phường 14,Quận 10,TPHCM,Hợp đồng mua bán,,,,,,,,,,,,,mogi.vn
